 Asset Description,Commision Year,More than 10years,Purchase Cost,Price more 10k, Asset Status, Expected Lifespan (Years), Asset Age (Year), Warranty Duration,Past Expected, Purchase Category,Purchase Status,Purchase Date
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Intracytoplasmic Morphologically Sperm Injection (Imsi) Syst,2011,0,62500,1,Active,7,9,11,1,Additional,1,30/09/2010
Intraosseous Manikin,2011,0,2900,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Choking Manikin,2011,0,3300,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Newborn Anne Manikin,2011,0,10000,1,Active,10,7.1,12,0,Additional,1,30/11/2011
Tracheostomy & Nasogastric Tube Manikin,2011,0,5750,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Junior Resus Manikin,2011,0,6250,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Junior Resus Manikin,2011,0,6250,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,2850,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,5950,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,5950,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Ac Tester,2011,0,10500,1,Active,8,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,2850,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,5950,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,5950,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Pulse Oximeter,2011,0,5950,0,Active,10,7.1,12,0,Additional,1,30/11/2011
Holter Recorder/Card,2011,0,10000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Holter Recorder/Card,2011,0,10000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Holter Recorder/Card,2011,0,10000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Holter Recorder/Card,2011,0,10000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Holter System,2011,0,10000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Electrosurgical Unit,2011,0,38000,1,Active,7,7.1,12,1,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Compression System / Dvt Pump,2011,0,6700,0,Active,10,7.1,24,0,Additional,1,30/11/2011
Bedside Monitor,2011,0,17800,1,Active,7,7.9,12,1,Additional,1,02/12/2011
Semi-Motorized Rotary Microtome,2011,0,48500,1,Active,7,7.9,12,1,Additional,1,02/12/2011
Tissue Embedding Center,2011,0,41800,1,Active,8,7.9,12,0,Additional,1,02/12/2011
Densitometer,2010,1,8000,0,Active,5,13.8,11,1,Additional,1,01/01/2006
Sensitometer,2010,1,5500,0,Active,10,13.8,11,1,Additional,1,01/01/2006
Ripple Mattress,2010,0,1680,0,Active,5,9,11,1,Additional,1,30/09/2010
Ripple Mattress,2010,0,1680,0,Active,5,9,11,1,Additional,1,30/09/2010
Pulse Oximeter,2010,0,7000,0,Active,10,8.11,11,0,Additional,1,05/10/2010
Pulse Oximeter,2010,0,7000,0,Active,10,8.11,11,0,Additional,1,05/10/2010
Pulse Oximeter,2010,0,7000,0,Active,10,8.11,11,0,Additional,1,05/10/2010
Ripple Mattress,2010,0,1680,0,Active,5,9,11,1,Additional,1,30/09/2010
Electrocardiographs,2010,0,5000,0,Active,7,9,36,1,Additional,1,24/09/2010
Electrocardiographs,2010,0,5000,0,Active,7,9,36,1,Additional,1,24/09/2010
Electrocardiographs,2010,0,5000,0,Active,7,9,36,1,Additional,1,24/09/2010
Dermatoscope,2010,0,9950,0,Active,8,8.11,11,1,Additional,1,25/10/2010
Pulse Oximeter,2010,0,6850,0,Active,10,9,11,0,Additional,1,30/09/2010
Portable Spirometer,2010,0,15000,1,Active,8,8.11,11,1,Additional,1,27/10/2010
Pocket Defibrillator,2010,0,9000,0,Active,5,9,11,1,Additional,1,21/09/2010
Bench Top Incubator,2010,0,54500,1,Active,10,9.1,11,0,Additional,1,30/08/2010
Fluid Warmer,2010,0,7900,0,Active,7,8.11,11,1,Additional,1,07/10/2010
Fluid Warmer,2010,0,7900,0,Active,7,8.11,11,1,Additional,1,07/10/2010
Hemodialysis Unit,2010,0,44000,1,Active,5,8.11,11,1,Additional,1,14/10/2010
Ultrasound Machine,2010,0,237500,1,Active,8,9,24,1,Additional,1,01/09/2010
Anesthesia Machine(A),2010,0,239750,1,Active,7,8.9,24,1,Additional,1,22/12/2010
Phototherapy Unit,2010,0,9578,0,Active,10,8.9,11,0,Additional,1,23/12/2010
Phototherapy Unit,2010,0,9578,0,Active,10,8.9,11,0,Additional,1,23/12/2010
Training Manikin,2010,0,30000,1,Active,10,8.9,11,0,Additional,1,04/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Single Pulse Oximeter,2010,0,4500,0,Active,10,8.9,11,0,Additional,1,24/12/2010
Argon Laser,2010,0,153260,1,Active,10,8.9,11,0,Additional,1,27/12/2010
Laboratory Microscope,2010,0,19900,1,Active,12,8.9,11,0,Additional,1,28/12/2010
Overhead Radiant Heater/Warmer,2010,0,39895,1,Active,8,8.9,11,1,Additional,1,28/12/2010
Overhead Radiant Heater/Warmer,2010,0,39895,1,Active,8,8.9,11,1,Additional,1,28/12/2010
Automated External Defibrillator,2011,1,13300,1,Active,5,13.1,11,1,Additional,1,30/11/2005
Electrocardiograph,2011,1,5450,0,Active,7,12.9,11,1,Additional,1,21/12/2006
Pca Pump,2011,0,12000,1,Active,10,8.8,11,0,Additional,1,04/01/2011
Pca Pump,2011,0,12000,1,Active,10,8.8,11,0,Additional,1,04/01/2011
Pca Pump,2011,0,12000,1,Active,10,8.8,11,0,Additional,1,04/01/2011
Pca Pump,2011,0,12000,1,Active,10,8.1,11,0,Additional,1,18/11/2010
Pocket Dosimeter,2011,1,3000,0,Active,8,10.9,11,1,Additional,1,19/12/2008
Pocket Dosimeter,2011,1,3000,0,Active,8,10.9,11,1,Additional,1,19/12/2008
Pocket Dosimeter,2011,1,3000,0,Active,8,10.9,11,1,Additional,1,19/12/2008
Pocket Dosimeter,2011,1,3000,0,Active,8,10.9,11,1,Additional,1,19/12/2008
Pocket Dosimeter,2011,1,3000,0,Active,8,10.9,11,1,Additional,1,19/12/2008
Advanced Image And Data Archieving (Aida),2011,1,9000,0,Active,8,15.9,12,1,Additional,1,29/12/2003
Dvd Recorder,2011,1,500,0,Active,5,11.7,12,1,Additional,1,25/02/2008
Personal Alarm Dosimeter,2011,0,3050,0,Active,8,8.9,11,1,Additional,1,16/12/2010
Contamination Monitor,2011,0,3227,0,Active,8,8.9,11,1,Additional,1,15/12/2010
Personal Alarm Dosimeter,2011,0,3050,0,Active,8,8.9,11,1,Additional,1,16/12/2010
Radiation Monitor,2011,0,3050,0,Active,8,8.9,11,1,Additional,1,16/12/2010
Radiation Monitor,2011,0,3050,0,Active,8,8.9,11,1,Additional,1,16/12/2010
Radiation Survey Meter,2011,0,15000,1,Active,10,8.9,11,0,Additional,1,21/12/2010
Tens Stimulator,2011,0,1521,0,Active,5,9.1,11,1,Additional,1,19/11/2009
Image Capture Unit,2011,1,15000,1,Active,5,10.1,11,1,Additional,1,28/11/2008
Video Camera System,2011,1,21200,1,Active,8,10.1,11,1,Additional,1,28/11/2008
Light Source,2011,1,25800,1,Active,8,10.1,11,1,Additional,1,28/11/2008
Television Monitor,2011,1,8000,0,Active,0,10.1,11,1,Additional,1,28/11/2008
Syringe Pump,2011,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Diathermy Unit,2011,0,49900,1,Active,7,8.5,12,1,Additional,1,15/04/2011
Microscope,2011,0,32011,1,Active,12,8.5,12,0,Additional,1,19/04/2011
Electrocardiograph,2011,1,8850,0,Active,7,12.9,11,1,Additional,1,06/12/2006
Portable Suctoion Machine,2011,0,2200,0,Active,10,9.4,11,0,Additional,1,04/05/2010
Syringe Pump,2011,0,3850,0,Active,10,9.3,11,0,Additional,1,18/06/2010
Syringe Pump,2011,0,3850,0,Active,10,9.3,11,0,Additional,1,18/06/2010
Densitometer,2011,0,4715,0,Active,5,8.4,12,1,Additional,1,10/05/2011
Suction Machine,2011,1,1010,0,Active,10,13.9,11,1,Additional,1,05/12/2005
Defibrillator,2011,1,35162,1,Active,5,13.9,11,1,Additional,1,05/12/2005
Light Source,2011,1,30000,1,Active,8,12.9,11,1,Additional,1,15/12/2006
Printer,2011,1,7000,0,Active,8,12.9,11,1,Additional,1,15/12/2006
Dvd Recorder,2011,1,1000,0,Active,5,12.9,11,1,Additional,1,15/12/2006
Television Monitor,2011,1,24000,1,Active,10,12.9,11,1,Additional,1,15/12/2006
Video Image Processor,2011,1,46000,1,Active,8,12.9,11,1,Additional,1,15/12/2006
Surgical Suction Pump,2011,0,21890,1,Active,10,8.4,12,0,Additional,1,19/05/2011
Torniquet System,2011,0,40000,1,Active,10,8.4,12,0,Additional,1,20/05/2011
Diathermy Unit,2011,0,24700,1,Active,7,8.3,12,1,Additional,1,06/06/2011
Syringe Pump,2011,1,4600,0,Active,10,14,11,1,Additional,1,13/09/2005
Pulp Tester,2011,0,1350,0,Active,5,8.2,12,1,Additional,1,05/07/2011
Echocardiography System,2011,0,225000,1,Active,8,8.2,24,1,Additional,1,07/07/2011
Diathermy Unit,2011,0,35000,1,Active,7,9.9,11,1,Additional,1,03/12/2009
NIBP Electronic,2011,0,498,0,Active,10,8.2,12,0,Additional,1,20/07/2011
Local Anaesthetic Delivery System,2011,0,17000,1,Active,7,8.2,12,1,Additional,1,20/07/2011
Nitrous Oxide Quantiflex Machine,2011,0,23500,1,Active,10,8.2,12,0,Additional,1,27/07/2011
Enteral Feeding Pump,2011,1,2333,0,Active,5,11,11,1,Additional,1,22/09/2008
Cordless Light Curing Unit,2011,0,2700,0,Active,6,8.1,12,1,Additional,1,03/08/2011
Electric Suction Pump,2011,0,6525,0,Active,10,8.1,12,0,Additional,1,03/08/2011
Surgical Micromotor,2011,0,19990,1,Active,8,8.1,12,1,Additional,1,08/08/2011
6 Channel Monitor,2011,1,39980,1,Active,7,13.8,11,1,Additional,1,18/01/2006
Tens Stimulator,2011,1,5961,0,Active,5,12.9,11,1,Replacement,0,20/12/2006
Fluorescence Imaging System,2011,1,46900,1,Active,8,11.9,12,1,Additional,1,31/12/2007
Transilluminator Uv Table,2011,1,7400,0,Active,7,11.9,24,1,Additional,1,31/12/2007
Icu Ventilator,2011,0,91160,1,Active,10,8.1,24,0,Additional,1,23/08/2011
Icu Ventilator,2011,0,91160,1,Active,10,8.1,24,0,Additional,1,23/08/2011
Icu Ventilator,2011,0,91160,1,Active,10,8.1,24,0,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Central Monitoring System,2011,0,137950,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Central Monitoring System,2011,0,137950,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Dental Micromotor,2011,0,8000,0,Active,8,8.1,36,1,Additional,1,25/08/2011
Apex Locator,2011,0,6000,0,Active,7,8.2,12,1,Additional,1,27/07/2011
Portable Dental Cutting Unit,2011,0,37500,1,Active,8,8,12,1,Additional,1,07/09/2011
Ultrasonic Scaler,2011,0,8000,0,Active,5,8,12,1,Additional,1,07/09/2011
Pulse Oximeter,2011,0,3200,0,Active,10,8,12,0,Additional,1,15/09/2011
Portable Dental Cutting Unit,2011,0,13490,1,Active,8,8.1,12,1,Additional,1,17/08/2011
Pulse Oximeter,2011,0,3200,0,Active,10,8,12,0,Additional,1,15/09/2011
Blood Gas Analyzer,2011,0,118950,1,Active,5,8,24,1,Additional,1,15/09/2011
Arthroscopy Ablator System,2011,0,59400,1,Active,7,8,12,1,Additional,1,22/09/2011
Ph Meter,2011,0,1850,0,Active,10,7.11,12,0,Additional,1,03/10/2011
Cardiotocograph,2011,0,18000,1,Active,10,7.11,12,0,Additional,1,05/10/2011
Cardiotocograph,2011,0,18000,1,Active,10,7.11,12,0,Additional,1,05/10/2011
Microdebrider With Drill Function And Ipc System,2011,0,129000,1,Active,8,7.11,12,0,Additional,1,05/10/2011
Automated Dna Purification & Extraction System,2011,0,125000,1,Active,8,7.11,24,0,Additional,1,05/10/2011
Oxygen Blender,2011,0,4655,0,Active,10,7.11,12,0,Additional,1,11/10/2011
Oxygen Blender,2011,0,4655,0,Active,10,7.11,12,0,Additional,1,11/10/2011
Oxygen Blender,2011,0,4655,0,Active,10,7.11,12,0,Additional,1,11/10/2011
Infant Scale,2011,1,2000,0,Active,5,10.1,11,1,Additional,1,03/11/2008
Pca Pump,2011,0,12000,1,Active,10,7.11,12,0,Additional,1,12/10/2011
Pca Pump,2011,0,12000,1,Active,10,7.11,12,0,Additional,1,12/10/2011
Pca Pump,2011,0,12000,1,Active,10,7.11,12,0,Additional,1,12/10/2011
Pca Pump,2011,0,12000,1,Active,10,7.11,12,0,Additional,1,12/10/2011
Thermal Cycler,2011,0,39800,1,Active,10,7.11,24,0,Additional,1,12/10/2011
Electrosurgery Unit,2011,0,5980,0,Active,8,7.11,12,0,Additional,1,13/10/2011
Centrifuge,2011,0,10136,1,Active,8,7.11,24,0,Additional,1,07/10/2011
Centrifuge,2011,0,18735,1,Active,8,7.11,24,0,Additional,1,14/10/2011
Electrosurgical Unit,2011,1,2600,0,Active,7,14.2,11,1,Additional,1,07/07/2005
Pulse Oximeter,2011,1,6400,0,Active,10,12.3,12,1,Additional,1,28/06/2007
Infusion Pumps,2011,1,3900,0,Active,10,11.3,11,1,Additional,1,27/06/2008
Suction Machine,2011,0,10000,1,Active,10,7.11,24,0,Additional,1,17/10/2011
Operating Table,2011,0,170000,1,Active,15,9.11,11,0,Additional,1,21/10/2009
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
Nebulizer,2011,0,990,0,Active,5,8,12,1,Additional,1,20/09/2011
Nebulizer,2011,0,990,0,Active,5,8,12,1,Additional,1,20/09/2011
Nebulizer,2011,0,990,0,Active,5,8,12,1,Additional,1,20/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
Electrosurgical Units,2011,0,40000,1,Active,7,7.11,12,1,Additional,1,19/10/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
NIBP Electronic,2011,0,2695,0,Active,10,8,12,0,Additional,1,19/09/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Nebulizer,2011,0,990,0,Active,5,7.11,12,1,Additional,1,19/10/2011
Electrocardiographs,2011,0,8960,0,Active,7,9.4,11,1,Additional,1,04/05/2010
Photolight Led,2011,0,10000,1,Active,10,7.11,12,0,Additional,1,20/10/2011
Blood Gas Analyzer,2011,0,49000,1,Active,5,7.11,24,1,Additional,1,03/10/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Xenon Cold Light,2011,0,30000,1,Active,8,7.1,24,0,Additional,1,15/11/2011
26 Hd Monitor,2011,0,50000,1,Active,0,7.1,24,1,Additional,1,15/11/2011
Aida Compact Neo Hd Documentation System,2011,0,60000,1,Active,10,7.1,24,0,Additional,1,15/11/2011
Minor Surgery Light,2011,0,21000,1,Active,10,7.1,36,0,Additional,1,15/11/2011
Ultrasound Machine,2011,0,196000,1,Active,8,7.1,60,0,Additional,1,15/11/2011
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Tourniquet,2011,0,40000,1,Active,10,7.1,12,0,Additional,1,18/11/2011
Ultra Violet Box,2011,0,2300,0,Active,12,7.1,24,0,Additional,1,18/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Film Processor,2011,0,49990,1,Active,8,7.1,12,0,Additional,1,21/11/2011
High Speed Drill,2011,0,147700,1,Active,8,7.1,24,0,Additional,1,21/11/2011
Doppler,2011,0,5800,0,Active,5,7.1,12,1,Additional,1,22/11/2011
Bedside Monitor,2011,0,34700,1,Active,7,7.1,24,1,Additional,1,22/11/2011
Dry Bath Incubator,2011,0,1980,0,Active,10,7.11,12,0,Additional,1,05/10/2011
Dialyzer Reprocessing System,2011,0,36000,1,Active,5,7.1,12,1,Additional,1,23/11/2011
Transport Ventilator,2011,0,63000,1,Active,10,7.1,24,0,Additional,1,23/11/2011
Digital Electroencephalography With Videometry,2011,0,98000,1,Active,7,7.1,12,1,Additional,1,24/11/2011
Liposuction Machine,2011,0,277200,1,Active,10,7.1,12,0,Additional,1,25/11/2011
Well Chamber,2011,0,39900,1,Active,5,7.1,24,1,Additional,1,25/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Dvd Recorder,2011,1,2800,0,Active,5,12.11,11,1,Additional,1,11/10/2006
Portable Ro Water,2011,0,29800,1,Active,8,8,12,1,Additional,1,20/09/2011
Suction Pump,2011,0,2000,0,Active,10,7.1,12,0,Additional,1,15/11/2011
Suction Pump,2011,0,2000,0,Active,10,7.1,12,0,Additional,1,15/11/2011
Endoscopic Flushing Pump,2011,0,8600,0,Active,8,7.1,12,0,Additional,1,15/11/2011
Endoscopic Flushing Pump,2011,0,8600,0,Active,8,7.1,12,0,Additional,1,15/11/2011
Intensive Care Bedside Patient Monitor,2011,0,78500,1,Active,7,7.1,24,1,Additional,1,15/11/2011
Intensive Care Bedside Patient Monitor,2011,0,78500,1,Active,7,7.1,24,1,Additional,1,15/11/2011
Portable Negative Pressure Wound Therapy Set,2011,0,33000,1,Active,7,7.1,24,1,Additional,1,15/11/2011
Camera Control Unit,2011,0,100000,1,Active,8,7.1,24,0,Additional,1,15/11/2011
Microscope,2011,0,8916,0,Active,12,7.11,12,0,Additional,1,21/10/2011
Automated Brainstem Evoke Response,2011,0,48000,1,Active,10,7.11,12,0,Additional,1,24/10/2011
Syringe Pump,2011,0,3000,0,Active,10,7.11,12,0,Additional,1,24/10/2011
Syringe Pump,2011,0,3000,0,Active,10,7.11,12,0,Additional,1,24/10/2011
Bioimpedance Machine,2011,0,44500,1,Active,7,8,12,1,Additional,1,20/09/2011
Slow Extended Daily Dialysis (Sledd) Machine,2011,0,69900,1,Active,5,7.11,12,1,Additional,1,10/10/2011
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Slow Extended Daily Dialysis (Sledd) Machine,2011,0,69900,1,Active,5,7.11,12,1,Additional,1,10/10/2011
